ZAgrEc,modelo,year,time,month,somsc,agcacc,C/mes,MS/MES,Prod MS
Areniscas,daycent,1947,1947.33,ABR,5548,293,10.5,232,6511
Areniscas,daycent,1947,1947.42,MAY,5548,296.8,3.8,85,6596
Areniscas,daycent,1947,1947.5,JUN,5549,3.1,3.1,69,69
Areniscas,daycent,1947,1947.58,JUL,5548,9.9,6.8,151,220
Areniscas,daycent,1947,1947.67,AGO,5547,40.4,30.5,679,898
Areniscas,daycent,1947,1947.75,SET,5545,60.2,19.8,440,1338
Areniscas,daycent,1947,1947.83,OCT,5542,91.4,31.2,693,2031
Areniscas,daycent,1947,1947.92,NOV,5539,123.5,32.1,713,2743
Areniscas,daycent,1947,1948,DIC,5540,142.6,19.1,426,3169
Areniscas,daycent,1948,1948.08,ENE,5541,155.1,12.5,277,3446
Areniscas,daycent,1948,1948.17,FEB,5542,197.4,42.3,940,4386
Areniscas,daycent,1948,1948.25,MAR,5544,230.7,33.3,741,5127
Areniscas,daycent,1948,1948.33,ABR,5545,234.8,4.1,91,5218
Areniscas,daycent,1948,1948.42,MAY,5543,239,4.2,94,5311
Areniscas,daycent,1948,1948.5,JUN,5541,1.7,1.7,37,37
Areniscas,daycent,1948,1948.58,JUL,5539,4.1,2.4,54,91
Areniscas,daycent,1948,1948.67,AGO,5537,16.3,12.2,272,363
Areniscas,daycent,1948,1948.75,SET,5535,43.5,27.2,604,967
Areniscas,daycent,1948,1948.83,OCT,5534,62.3,18.8,418,1385
Areniscas,daycent,1948,1948.92,NOV,5534,89.8,27.5,611,1996
Areniscas,daycent,1948,1949,DIC,5534,104.7,14.9,330,2326
Areniscas,daycent,1949,1949.08,ENE,5534,154.3,49.6,1102,3428
Areniscas,daycent,1949,1949.17,FEB,5534,195.4,41.1,914,4342
Areniscas,daycent,1949,1949.25,MAR,5534,235.1,39.7,882,5224
Areniscas,daycent,1949,1949.33,ABR,5537,249.4,14.3,317,5541
Areniscas,daycent,1949,1949.42,MAY,5535,264.2,14.9,330,5872
Areniscas,daycent,1949,1949.5,JUN,5533,2.4,2.4,53,53
Areniscas,daycent,1949,1949.58,JUL,5533,6.9,4.6,101,154
Areniscas,daycent,1949,1949.67,AGO,5532,24.8,17.8,396,550
Areniscas,daycent,1949,1949.75,SET,5531,46.7,22,488,1038
Areniscas,daycent,1949,1949.83,OCT,5531,79.9,33.2,737,1775
Areniscas,daycent,1949,1949.92,NOV,5532,105.8,25.9,576,2351
Areniscas,daycent,1949,1950,DIC,5533,110.6,4.8,107,2458
Areniscas,daycent,1950,1950.08,ENE,5535,120.7,10.1,225,2683
Areniscas,daycent,1950,1950.17,FEB,5537,146.7,25.9,576,3259
Areniscas,daycent,1950,1950.25,MAR,5540,159.6,12.9,287,3546
Areniscas,daycent,1950,1950.33,ABR,5539,169.9,10.3,229,3775
Areniscas,daycent,1950,1950.42,MAY,5538,188,18.1,403,4178
Areniscas,daycent,1950,1950.5,JUN,5537,2.7,2.7,60,60
Areniscas,daycent,1950,1950.58,JUL,5536,7.9,5.2,115,175
Areniscas,daycent,1950,1950.67,AGO,5534,18.6,10.7,238,413
Areniscas,daycent,1950,1950.75,SET,5532,41.9,23.4,519,932
Areniscas,daycent,1950,1950.83,OCT,5532,74.5,32.5,723,1655
Areniscas,daycent,1950,1950.92,NOV,5534,86.8,12.3,273,1928
Areniscas,daycent,1950,1951,DIC,5536,105.6,18.9,419,2347
Areniscas,daycent,1951,1951.08,ENE,5538,158.6,53,1177,3524
Areniscas,daycent,1951,1951.17,FEB,5539,193.1,34.5,768,4292
Areniscas,daycent,1951,1951.25,MAR,5545,223.8,30.7,682,4974
Areniscas,daycent,1951,1951.33,ABR,5546,227.5,3.7,82,5057
Areniscas,daycent,1951,1951.42,MAY,5548,228.2,0.6,14,5071
Areniscas,daycent,1951,1951.5,JUN,5548,3.1,3.1,69,69
Areniscas,daycent,1951,1951.58,JUL,5546,26.4,23.3,517,586
Areniscas,daycent,1951,1951.67,AGO,5544,30.8,4.4,99,685
Areniscas,daycent,1951,1951.75,SET,5544,79.5,48.7,1082,1766
Areniscas,daycent,1951,1951.83,OCT,5543,106.1,26.6,592,2358
Areniscas,daycent,1951,1951.92,NOV,5545,126.1,20,444,2802
Areniscas,daycent,1951,1952,DIC,5546,144.7,18.6,414,3216
Areniscas,daycent,1952,1952.08,ENE,5546,163.4,18.6,414,3630
Areniscas,daycent,1952,1952.17,FEB,5546,180.2,16.8,374,4004
Areniscas,daycent,1952,1952.25,MAR,5543,198.8,18.6,414,4418
Areniscas,daycent,1952,1952.33,ABR,5541,216.9,18,401,4819
Areniscas,daycent,1952,1952.42,MAY,5539,235.5,18.6,414,5233
Areniscas,daycent,1952,1952.5,JUN,5536,2,2,45,45
Areniscas,daycent,1952,1952.58,JUL,5534,14.9,12.9,287,332
Areniscas,daycent,1952,1952.67,AGO,5532,18.6,3.6,81,413
Areniscas,daycent,1952,1952.75,SET,5532,53.3,34.7,772,1184
Areniscas,daycent,1952,1952.83,OCT,5531,85.6,32.3,717,1901
Areniscas,daycent,1952,1952.92,NOV,5531,130,44.4,988,2889
Areniscas,daycent,1952,1953,DIC,5533,151,21,466,3355
Areniscas,daycent,1953,1953.08,ENE,5533,157.7,6.7,149,3504
Areniscas,daycent,1953,1953.17,FEB,5537,166.5,8.9,197,3701
Areniscas,daycent,1953,1953.25,MAR,5537,183.1,16.6,369,4069
Areniscas,daycent,1953,1953.33,ABR,5537,202.2,19.1,424,4493
Areniscas,daycent,1953,1953.42,MAY,5535,205.8,3.6,80,4574
Areniscas,daycent,1953,1953.5,JUN,5535,3.7,3.7,82,82
Areniscas,daycent,1953,1953.58,JUL,5535,8.9,5.2,115,197
Areniscas,daycent,1953,1953.67,AGO,5536,19.3,10.5,233,429
Areniscas,daycent,1953,1953.75,SET,5535,56.2,36.8,819,1248
Areniscas,daycent,1953,1953.83,OCT,5534,97.9,41.8,928,2176
Areniscas,daycent,1953,1953.92,NOV,5533,129.2,31.3,696,2872
Areniscas,daycent,1953,1954,DIC,5533,144.4,15.1,337,3209
Areniscas,daycent,1954,1954.08,ENE,5533,179.9,35.5,789,3998
Areniscas,daycent,1954,1954.17,FEB,5535,200.7,20.8,463,4461
Areniscas,daycent,1954,1954.25,MAR,5533,213.9,13.2,293,4754
Areniscas,daycent,1954,1954.33,ABR,5532,222.2,8.3,183,4937
Areniscas,daycent,1954,1954.42,MAY,5530,228.8,6.6,148,5085
Areniscas,daycent,1954,1954.5,JUN,5528,6.4,6.4,141,141
Areniscas,daycent,1954,1954.58,JUL,5526,10.3,4,88,230
Areniscas,daycent,1954,1954.67,AGO,5524,27.5,17.2,382,612
Areniscas,daycent,1954,1954.75,SET,5521,53.6,26,579,1190
Areniscas,daycent,1954,1954.83,OCT,5519,96.6,43,956,2146
Areniscas,daycent,1954,1954.92,NOV,5517,141.5,44.9,998,3144
Areniscas,daycent,1954,1955,DIC,5514,169.3,27.8,617,3761
Areniscas,daycent,1955,1955.08,ENE,5515,184.5,15.2,338,4099
Areniscas,daycent,1955,1955.17,FEB,5516,190.6,6.1,137,4236
Areniscas,daycent,1955,1955.25,MAR,5516,200.7,10.1,225,4461
Areniscas,daycent,1955,1955.33,ABR,5513,216.4,15.7,349,4810
Areniscas,daycent,1955,1955.42,MAY,5510,218.5,2,45,4855
Areniscas,daycent,1955,1955.5,JUN,5508,1,1,23,23
Areniscas,daycent,1955,1955.58,JUL,5506,1.2,0.2,5,27
Areniscas,daycent,1955,1955.67,AGO,5505,13.1,11.9,265,292
Areniscas,daycent,1955,1955.75,SET,5505,43.8,30.7,681,973
Areniscas,daycent,1955,1955.83,OCT,5507,70.8,27,600,1573
Areniscas,daycent,1955,1955.92,NOV,5510,89,18.2,405,1978
Areniscas,daycent,1955,1956,DIC,5512,133.4,44.4,987,2966
Areniscas,daycent,1956,1956.08,ENE,5513,151.2,17.7,393,3359
Areniscas,daycent,1956,1956.17,FEB,5514,168.9,17.7,394,3753
Areniscas,daycent,1956,1956.25,MAR,5515,210.8,41.9,932,4685
Areniscas,daycent,1956,1956.33,ABR,5512,232.1,21.2,472,5157
Areniscas,daycent,1956,1956.42,MAY,5510,237.5,5.5,121,5278
Areniscas,daycent,1956,1956.5,JUN,5507,4.9,4.9,108,108
Areniscas,daycent,1956,1956.58,JUL,5506,15.1,10.2,227,335
Areniscas,daycent,1956,1956.67,AGO,5505,24.9,9.8,218,553
Areniscas,daycent,1956,1956.75,SET,5505,54,29.1,647,1200
Areniscas,daycent,1956,1956.83,OCT,5504,81.9,27.9,620,1820
Areniscas,daycent,1956,1956.92,NOV,5504,122.5,40.6,903,2723
Areniscas,daycent,1956,1957,DIC,5506,170,47.5,1055,3778
Areniscas,daycent,1957,1957.08,ENE,5508,185.1,15,334,4112
Areniscas,daycent,1957,1957.17,FEB,5512,219.8,34.7,772,4884
Areniscas,daycent,1957,1957.25,MAR,5514,259.2,39.4,875,5760
Areniscas,daycent,1957,1957.33,ABR,5512,261,1.8,39,5799
Areniscas,daycent,1957,1957.42,MAY,5510,262.8,1.8,41,5840
Areniscas,daycent,1957,1957.5,JUN,5508,1.3,1.3,29,29
Areniscas,daycent,1957,1957.58,JUL,5506,3.8,2.5,55,84
Areniscas,daycent,1957,1957.67,AGO,5505,12.2,8.4,188,272
Areniscas,daycent,1957,1957.75,SET,5503,24,11.8,261,533
Areniscas,daycent,1957,1957.83,OCT,5501,48.2,24.2,538,1072
Areniscas,daycent,1957,1957.92,NOV,5501,73.8,25.6,568,1640
Areniscas,daycent,1957,1958,DIC,5503,80.9,7.1,158,1798
Areniscas,daycent,1958,1958.08,ENE,5503,89.2,8.3,185,1982
Areniscas,daycent,1958,1958.17,FEB,5506,108.6,19.4,432,2414
Areniscas,daycent,1958,1958.25,MAR,5507,124.1,15.5,343,2758
Areniscas,daycent,1958,1958.33,ABR,5507,138.7,14.6,325,3082
Areniscas,daycent,1958,1958.42,MAY,5504,140.2,1.5,33,3116
Areniscas,daycent,1958,1958.5,JUN,5502,19,19,423,423
Areniscas,daycent,1958,1958.58,JUL,5500,29.3,10.3,229,652
Areniscas,daycent,1958,1958.67,AGO,5498,46.9,17.6,390,1042
Areniscas,daycent,1958,1958.75,SET,5495,76.7,29.8,661,1703
Areniscas,daycent,1958,1958.83,OCT,5493,110.6,33.9,754,2458
Areniscas,daycent,1958,1958.92,NOV,5492,131.3,20.7,460,2918
Areniscas,daycent,1958,1959,DIC,5493,180.6,49.3,1095,4013
Areniscas,daycent,1959,1959.08,ENE,5495,201.6,21.1,468,4481
Areniscas,daycent,1959,1959.17,FEB,5493,211.9,10.2,228,4708
Areniscas,daycent,1959,1959.25,MAR,5492,245.2,33.3,740,5449
Areniscas,daycent,1959,1959.33,ABR,5492,269.5,24.3,540,5989
Areniscas,daycent,1959,1959.42,MAY,5492,273.2,3.7,82,6071
Areniscas,daycent,1959,1959.5,JUN,5490,3.2,3.2,71,71
Areniscas,daycent,1959,1959.58,JUL,5488,14,10.8,240,310
Areniscas,daycent,1959,1959.67,AGO,5487,16.3,2.4,53,363
Areniscas,daycent,1959,1959.75,SET,5484,25.4,9,200,564
Areniscas,daycent,1959,1959.83,OCT,5482,31.5,6.2,137,701
Areniscas,daycent,1959,1959.92,NOV,5479,45.7,14.2,315,1016
Areniscas,daycent,1959,1960,DIC,5479,93.7,48,1066,2082
Areniscas,daycent,1960,1960.08,ENE,5481,110.6,16.9,377,2459
Areniscas,daycent,1960,1960.17,FEB,5483,138.7,28.1,625,3083
Areniscas,daycent,1960,1960.25,MAR,5487,161.8,23,512,3595
Areniscas,daycent,1960,1960.33,ABR,5487,185.3,23.5,522,4117
Areniscas,daycent,1960,1960.42,MAY,5488,192.5,7.2,161,4278
Areniscas,daycent,1960,1960.5,JUN,5488,0.2,0.2,5,5
Areniscas,daycent,1960,1960.58,JUL,5486,2.4,2.1,48,53
Areniscas,daycent,1960,1960.67,AGO,5484,7.5,5.2,115,168
Areniscas,daycent,1960,1960.75,SET,5483,47.7,40.1,892,1059
Areniscas,daycent,1960,1960.83,OCT,5483,92.1,44.4,988,2047
Areniscas,daycent,1960,1960.92,NOV,5483,135.6,43.5,967,3014
Areniscas,daycent,1960,1961,DIC,5484,145.9,10.3,230,3243
Areniscas,daycent,1961,1961.08,ENE,5488,160.2,14.3,317,3561
Areniscas,daycent,1961,1961.17,FEB,5486,190.2,30,667,4228
Areniscas,daycent,1961,1961.25,MAR,5483,206.1,15.9,352,4580
Areniscas,daycent,1961,1961.33,ABR,5480,206.6,0.5,12,4592
Areniscas,daycent,1961,1961.42,MAY,5476,206.8,0.1,3,4595
Areniscas,daycent,1961,1961.5,JUN,5473,0.5,0.5,10,10
Areniscas,daycent,1961,1961.58,JUL,5471,7.8,7.3,163,173
Areniscas,daycent,1961,1961.67,AGO,5468,26.8,19,422,595
Areniscas,daycent,1961,1961.75,SET,5467,61.8,35,777,1372
Areniscas,daycent,1961,1961.83,OCT,5465,90.4,28.7,637,2010
Areniscas,daycent,1961,1961.92,NOV,5462,137.8,47.4,1053,3063
Areniscas,daycent,1961,1962,DIC,5462,177.1,39.3,873,3936
Areniscas,daycent,1962,1962.08,ENE,5463,211.8,34.7,771,4707
Areniscas,daycent,1962,1962.17,FEB,5463,221.3,9.5,210,4917
Areniscas,daycent,1962,1962.25,MAR,5462,239.5,18.2,405,5323
Areniscas,daycent,1962,1962.33,ABR,5461,257.3,17.8,396,5718
Areniscas,daycent,1962,1962.42,MAY,5459,262.7,5.3,119,5837
Areniscas,daycent,1962,1962.5,JUN,5458,10,10,223,223
Areniscas,daycent,1962,1962.58,JUL,5456,24,14,311,534
Areniscas,daycent,1962,1962.67,AGO,5454,26.3,2.3,51,585
Areniscas,daycent,1962,1962.75,SET,5452,50.1,23.8,529,1114
Areniscas,daycent,1962,1962.83,OCT,5450,57.1,6.9,154,1268
Areniscas,daycent,1962,1962.92,NOV,5449,73.2,16.1,359,1627
Areniscas,daycent,1962,1963,DIC,5451,92.7,19.5,433,2060
Areniscas,daycent,1963,1963.08,ENE,5453,113,20.3,450,2510
Areniscas,daycent,1963,1963.17,FEB,5454,124,11,244,2755
Areniscas,daycent,1963,1963.25,MAR,5453,154.3,30.4,675,3430
Areniscas,daycent,1963,1963.33,ABR,5451,187.3,32.9,731,4161
Areniscas,daycent,1963,1963.42,MAY,5449,197.6,10.4,231,4392
Areniscas,daycent,1963,1963.5,JUN,5448,3.3,3.3,73,73
Areniscas,daycent,1963,1963.58,JUL,5447,10.2,6.9,154,227
Areniscas,daycent,1963,1963.67,AGO,5446,24.4,14.1,314,542
Areniscas,daycent,1963,1963.75,SET,5444,59.4,35.1,779,1321
Areniscas,daycent,1963,1963.83,OCT,5443,84.9,25.5,566,1887
Areniscas,daycent,1963,1963.92,NOV,5443,122.9,38,844,2732
Areniscas,daycent,1963,1964,DIC,5445,143.1,20.2,449,3181
Areniscas,daycent,1964,1964.08,ENE,5446,194.5,51.4,1142,4322
Areniscas,daycent,1964,1964.17,FEB,5444,240.5,45.9,1021,5344
Areniscas,daycent,1964,1964.25,MAR,5442,273.8,33.4,742,6085
Areniscas,daycent,1964,1964.33,ABR,5442,285.3,11.5,255,6340
Areniscas,daycent,1964,1964.42,MAY,5442,288.7,3.4,76,6416
Areniscas,daycent,1964,1964.5,JUN,5442,0.5,0.5,11,11
Areniscas,daycent,1964,1964.58,JUL,5442,11.6,11.1,247,258
Areniscas,daycent,1964,1964.67,AGO,5442,32.2,20.6,457,715
Areniscas,daycent,1964,1964.75,SET,5441,70.3,38.2,848,1563
Areniscas,daycent,1964,1964.83,OCT,5440,94,23.7,526,2089
Areniscas,daycent,1964,1964.92,NOV,5440,102.8,8.8,196,2285
Areniscas,daycent,1964,1965,DIC,5440,114.6,11.8,262,2547
Areniscas,daycent,1965,1965.08,ENE,5444,126.4,11.8,261,2808
Areniscas,daycent,1965,1965.17,FEB,5447,137.4,11,244,3053
Areniscas,daycent,1965,1965.25,MAR,5448,149.1,11.8,261,3314
Areniscas,daycent,1965,1965.33,ABR,5452,160.5,11.4,253,3567
Areniscas,daycent,1965,1965.42,MAY,5453,172.3,11.8,261,3828
Areniscas,daycent,1965,1965.5,JUN,5452,5.7,5.7,128,128
Areniscas,daycent,1965,1965.58,JUL,5451,10.7,5,110,238
Areniscas,daycent,1965,1965.67,AGO,5450,21.3,10.6,236,473
Areniscas,daycent,1965,1965.75,SET,5450,61.2,39.9,887,1360
Areniscas,daycent,1965,1965.83,OCT,5451,87.9,26.7,594,1954
Areniscas,daycent,1965,1965.92,NOV,5452,124.7,36.8,818,2772
Areniscas,daycent,1965,1966,DIC,5455,147,22.2,494,3266
Areniscas,daycent,1966,1966.08,ENE,5455,194.7,47.8,1062,4328
Areniscas,daycent,1966,1966.17,FEB,5456,242.9,48.2,1071,5398
Areniscas,daycent,1966,1966.25,MAR,5456,281.4,38.5,855,6254
Areniscas,daycent,1966,1966.33,ABR,5457,290.9,9.5,212,6465
Areniscas,daycent,1966,1966.42,MAY,5458,294.8,3.8,85,6550
Areniscas,daycent,1966,1966.5,JUN,5459,6.3,6.3,140,140
Areniscas,daycent,1966,1966.58,JUL,5458,8.1,1.7,39,179
Areniscas,daycent,1966,1966.67,AGO,5457,11.6,3.5,78,257
Areniscas,daycent,1966,1966.75,SET,5456,29.5,17.9,398,656
Areniscas,daycent,1966,1966.83,OCT,5455,50.4,20.9,464,1119
Areniscas,daycent,1966,1966.92,NOV,5454,68.8,18.4,409,1528
Areniscas,daycent,1966,1967,DIC,5453,88.8,20,444,1972
Areniscas,daycent,1967,1967.08,ENE,5455,126.4,37.7,837,2810
Areniscas,daycent,1967,1967.17,FEB,5455,170.3,43.8,974,3783
Areniscas,daycent,1967,1967.25,MAR,5453,205.8,35.5,789,4573
Areniscas,daycent,1967,1967.33,ABR,5450,216.5,10.7,238,4811
Areniscas,daycent,1967,1967.42,MAY,5448,216.6,0.2,4,4814
Areniscas,daycent,1967,1967.5,JUN,5445,2.3,2.3,51,51
Areniscas,daycent,1967,1967.58,JUL,5443,16.5,14.2,316,366
Areniscas,daycent,1967,1967.67,AGO,5441,25.9,9.4,209,575
Areniscas,daycent,1967,1967.75,SET,5440,43.3,17.4,387,962
Areniscas,daycent,1967,1967.83,OCT,5439,75,31.7,705,1667
Areniscas,daycent,1967,1967.92,NOV,5437,98.8,23.8,528,2195
Areniscas,daycent,1967,1968,DIC,5437,103.2,4.5,99,2294
Areniscas,daycent,1968,1968.08,ENE,5439,107.7,4.5,100,2394
Areniscas,daycent,1968,1968.17,FEB,5441,111.8,4,90,2484
Areniscas,daycent,1968,1968.25,MAR,5445,116.3,4.5,100,2583
Areniscas,daycent,1968,1968.33,ABR,5446,120.6,4.3,96,2680
Areniscas,daycent,1968,1968.42,MAY,5446,125.1,4.5,100,2779
Areniscas,daycent,1968,1968.5,JUN,5449,5.4,5.4,119,119
Areniscas,daycent,1968,1968.58,JUL,5451,6.8,1.5,33,152
Areniscas,daycent,1968,1968.67,AGO,5451,13.3,6.4,143,295
Areniscas,daycent,1968,1968.75,SET,5450,45.3,32,710,1006
Areniscas,daycent,1968,1968.83,OCT,5449,74.3,29.1,646,1652
Areniscas,daycent,1968,1968.92,NOV,5449,92.5,18.1,403,2055
Areniscas,daycent,1968,1969,DIC,5450,94.8,2.3,52,2107
Areniscas,daycent,1969,1969.08,ENE,5452,97.1,2.3,52,2159
Areniscas,daycent,1969,1969.17,FEB,5454,99.3,2.2,49,2207
Areniscas,daycent,1969,1969.25,MAR,5457,101.7,2.3,52,2259
Areniscas,daycent,1969,1969.33,ABR,5458,103.9,2.3,50,2310
Areniscas,daycent,1969,1969.42,MAY,5459,106.3,2.3,52,2362
Areniscas,daycent,1969,1969.5,JUN,5459,5.2,5.2,115,115
Areniscas,daycent,1969,1969.58,JUL,5459,13.5,8.3,185,300
Areniscas,daycent,1969,1969.67,AGO,5458,22,8.5,190,490
Areniscas,daycent,1969,1969.75,SET,5458,61.6,39.5,878,1368
Areniscas,daycent,1969,1969.83,OCT,5458,92.1,30.5,677,2046
Areniscas,daycent,1969,1969.92,NOV,5457,137.9,45.9,1019,3065
Areniscas,daycent,1969,1970,DIC,5456,183.7,45.7,1016,4081
Areniscas,daycent,1970,1970.08,ENE,5458,233.5,49.8,1108,5189
Areniscas,daycent,1970,1970.17,FEB,5459,281.4,47.9,1064,6253
Areniscas,daycent,1970,1970.25,MAR,5461,320.5,39.1,868,7121
Areniscas,daycent,1970,1970.33,ABR,5464,343.5,23,512,7633
Areniscas,daycent,1970,1970.42,MAY,5463,345.8,2.3,52,7685
Areniscas,daycent,1970,1970.5,JUN,5463,5.5,5.5,122,122
Areniscas,daycent,1970,1970.58,JUL,5466,10,4.5,101,223
Areniscas,daycent,1970,1970.67,AGO,5466,15.6,5.6,123,347
Areniscas,daycent,1970,1970.75,SET,5466,55.2,39.6,880,1227
Areniscas,daycent,1970,1970.83,OCT,5466,93.7,38.4,854,2081
Areniscas,daycent,1970,1970.92,NOV,5467,129.8,36.1,803,2884
Areniscas,daycent,1970,1971,DIC,5467,159.8,30.1,668,3552
Areniscas,daycent,1971,1971.08,ENE,5468,186.3,26.5,589,4141
Areniscas,daycent,1971,1971.17,FEB,5470,228.4,42,934,5075
Areniscas,daycent,1971,1971.25,MAR,5471,268.1,39.8,884,5958
Areniscas,daycent,1971,1971.33,ABR,5469,283.1,14.9,332,6290
Areniscas,daycent,1971,1971.42,MAY,5467,285.6,2.5,55,6346
Areniscas,daycent,1971,1971.5,JUN,5464,1.5,1.5,33,33
Areniscas,daycent,1971,1971.58,JUL,5462,6.3,4.8,107,140
Areniscas,daycent,1971,1971.67,AGO,5461,18.9,12.7,281,421
Areniscas,daycent,1971,1971.75,SET,5458,52.5,33.6,746,1167
Areniscas,daycent,1971,1971.83,OCT,5457,85.8,33.3,740,1907
Areniscas,daycent,1971,1971.92,NOV,5455,124.3,38.4,854,2762
Areniscas,daycent,1971,1972,DIC,5452,155.3,31.1,690,3452
Areniscas,daycent,1972,1972.08,ENE,5452,169.6,14.3,318,3770
Areniscas,daycent,1972,1972.17,FEB,5452,178.7,9.1,201,3971
Areniscas,daycent,1972,1972.25,MAR,5450,209.4,30.7,682,4653
Areniscas,daycent,1972,1972.33,ABR,5448,225.5,16.1,357,5010
Areniscas,daycent,1972,1972.42,MAY,5445,226,0.5,12,5022
Areniscas,daycent,1972,1972.5,JUN,5443,0.4,0.4,8,8
Areniscas,daycent,1972,1972.58,JUL,5441,16.1,15.7,350,358
Areniscas,daycent,1972,1972.67,AGO,5442,30.2,14.1,313,671
Areniscas,daycent,1972,1972.75,SET,5443,55.5,25.3,563,1234
Areniscas,daycent,1972,1972.83,OCT,5445,88.4,32.8,730,1964
Areniscas,daycent,1972,1972.92,NOV,5447,111.9,23.6,524,2488
Areniscas,daycent,1972,1973,DIC,5448,127.6,15.6,347,2835
Areniscas,daycent,1973,1973.08,ENE,5451,143.2,15.6,347,3182
Areniscas,daycent,1973,1973.17,FEB,5456,157.8,14.6,325,3507
Areniscas,daycent,1973,1973.25,MAR,5458,172.8,15,333,3840
Areniscas,daycent,1973,1973.33,ABR,5460,187.9,15.1,336,4176
Areniscas,daycent,1973,1973.42,MAY,5459,203.5,15.6,347,4523
Areniscas,daycent,1973,1973.5,JUN,5459,3.7,3.7,83,83
Areniscas,daycent,1973,1973.58,JUL,5457,6.8,3,67,150
Areniscas,daycent,1973,1973.67,AGO,5456,15,8.2,182,332
Areniscas,daycent,1973,1973.75,SET,5453,48.1,33.1,736,1069
Areniscas,daycent,1973,1973.83,OCT,5452,75.2,27.1,603,1672
Areniscas,daycent,1973,1973.92,NOV,5452,120.1,44.9,997,2669
Areniscas,daycent,1973,1974,DIC,5450,166.1,46,1021,3691
Areniscas,daycent,1974,1974.08,ENE,5450,211.1,45,1000,4691
Areniscas,daycent,1974,1974.17,FEB,5452,256.6,45.5,1012,5703
Areniscas,daycent,1974,1974.25,MAR,5453,279,22.4,497,6200
Areniscas,daycent,1974,1974.33,ABR,5451,290.7,11.7,260,6460
Areniscas,daycent,1974,1974.42,MAY,5448,297.5,6.8,151,6610
Areniscas,daycent,1974,1974.5,JUN,5446,0.4,0.4,9,9
Areniscas,daycent,1974,1974.58,JUL,5444,4.3,3.9,87,96
Areniscas,daycent,1974,1974.67,AGO,5443,24.7,20.4,454,550
Areniscas,daycent,1974,1974.75,SET,5443,49.4,24.6,547,1097
Areniscas,daycent,1974,1974.83,OCT,5444,73.2,23.9,530,1628
Areniscas,daycent,1974,1974.92,NOV,5446,116.4,43.2,960,2588
Areniscas,daycent,1974,1975,DIC,5449,150.8,34.3,763,3350
Areniscas,daycent,1975,1975.08,ENE,5451,193.2,42.5,944,4294
Areniscas,daycent,1975,1975.17,FEB,5452,221.3,28.1,624,4918
Areniscas,daycent,1975,1975.25,MAR,5453,246.6,25.3,562,5480
Areniscas,daycent,1975,1975.33,ABR,5452,269.8,23.2,516,5996
Areniscas,daycent,1975,1975.42,MAY,5450,275.8,5.9,132,6128
Areniscas,daycent,1975,1975.5,JUN,5449,4.9,4.9,109,109
Areniscas,daycent,1975,1975.58,JUL,5448,8,3.1,69,178
Areniscas,daycent,1975,1975.67,AGO,5447,23.7,15.7,348,526
Areniscas,daycent,1975,1975.75,SET,5445,63.2,39.6,879,1405
Areniscas,daycent,1975,1975.83,OCT,5443,91.3,28.1,624,2029
Areniscas,daycent,1975,1975.92,NOV,5440,110.9,19.6,434,2463
Areniscas,daycent,1975,1976,DIC,5441,116,5.2,115,2578
Areniscas,daycent,1976,1976.08,ENE,5442,126.6,10.6,235,2813
Areniscas,daycent,1976,1976.17,FEB,5444,150.1,23.5,522,3335
Areniscas,daycent,1976,1976.25,MAR,5444,177,26.9,598,3934
Areniscas,daycent,1976,1976.33,ABR,5444,181.3,4.3,96,4030
Areniscas,daycent,1976,1976.42,MAY,5446,182.1,0.7,16,4046
Areniscas,daycent,1976,1976.5,JUN,5448,2.1,2.1,47,47
Areniscas,daycent,1976,1976.58,JUL,5450,2.3,0.1,3,50
Areniscas,daycent,1976,1976.67,AGO,5450,8.9,6.6,147,197
Areniscas,daycent,1976,1976.75,SET,5450,32.3,23.4,520,717
Areniscas,daycent,1976,1976.83,OCT,5450,71.5,39.3,873,1590
Areniscas,daycent,1976,1976.92,NOV,5449,114.5,43,956,2545
Areniscas,daycent,1976,1977,DIC,5449,142.8,28.3,629,3174
Areniscas,daycent,1977,1977.08,ENE,5449,173.7,30.9,687,3861
Areniscas,daycent,1977,1977.17,FEB,5450,222.4,48.7,1081,4942
Areniscas,daycent,1977,1977.25,MAR,5451,264.6,42.2,938,5880
Areniscas,daycent,1977,1977.33,ABR,5451,282.8,18.2,405,6285
Areniscas,daycent,1977,1977.42,MAY,5449,283.9,1.1,23,6308
Areniscas,daycent,1977,1977.5,JUN,5447,0.5,0.5,12,12
Areniscas,daycent,1977,1977.58,JUL,5445,2.5,2,44,56
Areniscas,daycent,1977,1977.67,AGO,5444,5.8,3.3,73,129
Areniscas,daycent,1977,1977.75,SET,5444,26.5,20.7,459,588
Areniscas,daycent,1977,1977.83,OCT,5445,51.7,25.2,560,1148
Areniscas,daycent,1977,1977.92,NOV,5448,88.3,36.7,815,1963
Areniscas,daycent,1977,1978,DIC,5450,99.9,11.6,258,2221
Areniscas,daycent,1978,1978.08,ENE,5452,106.1,6.1,136,2357
Areniscas,daycent,1978,1978.17,FEB,5454,128.2,22.1,491,2848
Areniscas,daycent,1978,1978.25,MAR,5457,150.7,22.5,500,3348
Areniscas,daycent,1978,1978.33,ABR,5456,168.6,18,399,3747
Areniscas,daycent,1978,1978.42,MAY,5454,187.2,18.6,412,4159
Areniscas,daycent,1978,1978.5,JUN,5452,8.8,8.8,196,196
